tutkintokerta;koulun_nro;koulun_nimi;opetuskieli;tyyppi;sukup;yht;A;O;Z;I;W;Q;A5;O5;M;N;BI;FF;FY;HI;PS;UE;UO;ET;GE;KE;TE;YH;BA;BB;CA;CB;EA;FA;SA;PA;VA;EC;FC;SC;PC;VC;DC;IC;QC;GC;TC;L1;L7;opintotausta
2024K;2033;Mattlidens gymnasium;SV;;2;40;;4;;;;;;;6;;6;;5;;;;;;;6;;;;;7;;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;32;;3;;;;;;;4;;;;;5;;;;4;;;;5;;;5;;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;37;;5;;;;;;;6;;;;6;;;;;;;;;7;;;7;;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;34;;3;;;;;;;5;;6;;6;;;;;;;5;;;;;5;;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;33;;5;;;;;;;;6;;;;;;;;;5;;;5;;;7;;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;38;;3;;;;;;;5;;4;;4;;;;;;;5;;;;;5;7;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;12;;0;;;;;;;;;;;;3;;;;;2;;;;;;3;;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;18;;2;;;;;;;;;;;;;;3;;;;;;2;;;;7;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;18;;3;;;;;;;3;;;;;;;;;;;;4;;;;5;;3;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;20;;2;;;;;;;;;;;;;;;;4;;;;3;;;;7;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;42;;5;;;;;;;7;;6;;6;;;;;;;6;;;;;6;;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;20;;3;;;;;;;;;;;;4;;;;;;;;4;;;5;;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;18;;0;;;;;;;2;;2;;3;;;;;;;4;;;;;3;;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;21;;0;;;;;;;;5;5;;;;;;;;;4;;;;;3;;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;31;;5;;;;;;;6;;;;4;;;;;;;4;;;;;6;;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;24;;4;;;;;;;;3;;;;;2;;;;;;;;;;5;;5;;;;;;5;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;19;;4;;;;;;;;4;;;;;;;;;;;;3;;;4;;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;29;;4;;;;;;;;5;;;;6;;;;;;;;5;;;;4;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;38;;7;;;;;;;;6;5;;;;7;;;;;;;;;;;7;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;20;;2;;;;;;;;5;;;;;;;;;3;;;3;;;4;;3;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;44;;5;;;;;;;6;;6;;7;;;;;;;7;;;;;6;;7;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;19;;3;;;;;;;2;;3;;;;;;;;;;;5;;;3;;3;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;26;;5;;;;;;;6;;;;;;;;;;;5;;;;;;4;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;20;;2;;;;;;;;;;;;3;;;;;;;;3;;;;7;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;26;;5;;;;;;;;4;;;;;3;;;;;;;4;;;;4;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;29;;;;;;;;6;;6;5;;6;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;17;;0;;;;;;;;4;;;;;;;;;;;;4;;;5;;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;25;;3;;;;;;;5;;;;4;;;;;;;;;;;;6;;3;;;;;;;4;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;26;;3;;;;;;;;2;;;;4;3;;;;;;;;;;3;6;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;27;;3;;;;;;;;4;;;;;;;;;;;;4;;;5;6;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;28;;5;;;;;;;;6;;;;6;;;;;;;;5;;;;;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;46;;5;;;;;;;;6;;6;;5;6;;;;;;;;;;7;;6;;;;;;5;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;37;;5;;;;;;;6;;;;6;;;;;;;7;;;;;7;;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;31;;4;;;;;;;6;;;;4;6;;5;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;46;;5;;;;;;;7;;;;7;;;;;;;7;;;;;7;;6;;;;;;;;;;;;;;7;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;39;;5;;;;;;;;4;;;;5;4;;;;;;;;;;6;;5;;;;;;5;5;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;19;;3;;;;;;;;2;;;;;2;;;;;;;4;;;4;;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;21;;3;;;;;;;3;;2;;;;;;;;;;;;;;3;6;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;17;;0;;;;;;;;4;;;;;;2;;;;;;;;;;;4;;;;7;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;41;;4;;;;;;;5;;5;;4;;;;;;;4;;;;;5;7;5;;;;;;;;2;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;32;;5;;;;;;;5;;;;;7;4;;;;;;;;;;;6;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;21;;4;;;;;;;2;;;;;2;2;;;;;;;3;;;4;;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;24;;2;;;;;;;5;;3;;3;;;;;;;5;;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;29;;4;;;;;;;6;;;;;;;;;;;4;;;;;4;6;;;;;;5;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;24;;3;;;;;;;;7;;;;;3;;;;;;;;;;6;;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;27;;5;;;;;;;;;;;;5;;;;;;;;3;;;;5;5;;;;;;;4;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;28;;4;;;;;;;;6;;;;;;;;;;;;3;;;;6;5;;;;;;;4;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;22;;0;;;;;;;5;;2;;4;;;;;;;3;;;;;5;;3;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;42;;5;;;;;;;6;;;;6;;;;;;;7;;;;;6;;6;;;;;;;;6;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;27;;4;;;;;;;;5;;;;;;;;;;;;6;;;6;;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;30;;2;;;;;;;;5;;;;4;;;;;;;;4;;;4;7;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;29;;4;;;;;;;;5;;;;;;;;;;;;3;;;5;7;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;15;;2;;;;;;;;;;;;;2;2;;;;;;;;;;5;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;44;;5;;;;;;;;7;;;;;;;;;7;;;5;;;7;;6;;;;;;;;7;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;39;;5;;;;;;;5;;6;;6;;;;;;;6;;;;;5;;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;32;;4;;;;;;;;4;;;;;7;;;;;;;7;;;6;;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;29;;4;;;;;;;3;;;;;6;;;;;;;;6;;;5;;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;29;;4;;;;;;;;;;;;;;;;5;;;;5;;;4;7;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;28;;3;;;;;;;;3;;;;4;;;;;;;;4;;;3;6;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;19;;4;;;;;;;;;;;;3;;;;;;;;3;;;;5;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;17;;3;;;;;;;;3;;;;;4;;;;;2;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;30;;3;;;;;;;;4;;;;4;;;;;;;;2;;;4;7;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;21;;2;;;;;;;;3;2;;;;;;;;;;;5;;;5;;;;;;;4;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;28;;4;;;;;;;;6;;;;;;;;;;;;7;;;6;;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;21;;4;;;;;;;3;;;;;3;3;;;;;;;;;;5;;3;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;16;;2;;;;;;;;2;;;;;;;;;3;;2;;;;4;;;;;;;3;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;23;;3;;;;;;;;3;;;;4;;;;;;;;4;;;5;;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;37;;6;;;;;;;6;;;;;7;;;;;;;;;;;7;;7;;;;;;;;4;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;30;;4;;;;;;;;4;;;;;;;;;4;;;3;;;;6;5;;;;;;;4;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;22;;4;;;;;;;;;;;;;;;;;3;;;;;;5;;5;;;;;;;;5;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;36;;5;;;;;;;5;;;;6;;;;;;;7;;;;;7;;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;21;;2;;;;;;;;;;;;3;;;;;;;;2;;;;5;5;;;;;;;;4;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;23;;2;;;;;;;;4;;;;3;;;;;;;;;;;4;;5;;;;;5;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;30;;6;;;;;;;;4;;;;;6;;;;;;;4;;;;6;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;23;;4;;;;;;;5;;;;;;;;;;;;;5;;;4;;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;40;;5;;;;;;;4;;;;;;4;;;;;;5;6;;;3;7;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;27;;4;;;;;;;;3;;;;;4;;;;;;;3;;;;7;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;39;;5;;;;;;;5;;;;;;7;;;;;;;6;;;4;7;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;21;;3;;;;;;;;;;;;;;;;;;;4;2;;;;5;4;;;;;;;3;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;37;;4;;;;;;;7;;;;7;;;;;;;7;;;;;5;;7;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;28;;5;;;;;;;6;;;;;;;;;;;;;5;;;;6;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;22;;3;;;;;;;4;;;;4;;;;;;;;;;;;;6;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;22;;2;;;;;;;;5;;;;;;;;;;3;;4;;;4;;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;29;;5;;;;;;;;6;;;;;;;;;;;;6;;;7;;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;25;;4;;;;;;;3;;4;;;;;;;;;4;;;;;5;;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;29;;4;;;;;;;6;;;;;;;;;;;;;6;;;7;;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;32;;2;;;;;;;;5;;;;4;;;;;;;;4;;;5;7;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;38;;5;;;;;;;4;;;;;;6;;;;;;;6;;;6;;5;;;;;;;;6;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;55;;7;;;;;;;7;;;;;7;;;;;;6;;7;;;7;;7;;;;;;;;7;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;22;;4;;;;;;;4;;;;;;5;;;;;;;;;;6;;3;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;45;;6;;;;;;;6;;;;;7;;;;;;;;7;;;6;;7;;;;;;;6;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;23;;3;;;;;;;;;;;;5;;;;;;;;3;;;;7;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;33;;4;;;;;;;5;;;;5;;;;;;;;;6;;;3;6;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;13;;0;;;;;;;;;;;;3;;;;;;;;3;;;4;;3;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;41;;5;;;;;;;6;;6;;6;;;;;;;6;;;;;;7;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;23;;4;;;;;;;;2;;;;;;;;;5;;;;;;;7;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;36;;6;;;;;;;7;;;;6;;;;;;;6;;;;;5;;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;24;;4;;;;;;;;5;;;;;;;;;;;;4;;;6;;;;;;;5;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;24;;4;;;;;;;5;;;;;;;;;;;5;;;;;5;;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;43;;5;;;;;;;6;;;;7;;;;;;;6;;;;;5;7;7;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;25;;2;;;;;;;7;;;;;;;;;;;;6;;;;6;;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;16;;3;;;;;;;;4;;;;;;;;;;;;3;;;3;;3;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;23;;4;;;;;;;;2;;;;5;;;;;;;;3;;;;5;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;24;;4;;;;;;;3;;;;;;6;;;;;;;;;;6;;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;27;;3;;;;;;;5;;;;;;;;;;;;;5;;;3;6;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;27;;4;;;;;;;;4;;;;;;6;;;;;;;;;;7;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;14;;2;;;;;;;;3;2;;;;;;;;;;;;;;4;;3;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;26;;4;;;;;;;;4;;;;;2;;;;;;;5;;;6;;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;26;;3;;;;;;;;6;;;;4;5;;;;;;;3;;;;;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;21;;2;;;;;;;;3;;;;5;;;;;;;;4;;;4;;3;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;27;;3;;;;;;;;5;;;;5;;;;;;;;4;;;5;;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;37;;4;;;;;;;4;;4;;;;;;;;5;;;4;;;6;;5;;;;;;;5;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;27;;3;;;;;;;;3;;;;6;;;;;;2;;;;;3;6;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;21;;4;;;;;;;;3;;;;;;;;;5;;;;;;5;;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;20;;2;;;;;;;;4;;;;;;;;;5;;;;;;;;3;;;;;;;6;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;21;;3;;;;;;;3;;;;2;5;;;;;;;;;;;3;;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;21;;3;;;;;;;;3;;;;;3;;;;;;4;;;;5;;3;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;34;;4;;;;;;;4;;;;;4;;;;;;;;5;;;4;7;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;28;;4;;;;;;;4;;4;;;;;;;;;4;;;;;7;;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;24;;4;;;;;;;4;;;;3;;;;;;;;;4;;;5;;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;29;;4;;;;;;;5;;;;3;;;;;;;;;3;;;4;;6;;;4;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;30;;5;;;;;;;;4;;;;6;;4;;;;;;;;;;6;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;23;;4;;;;;;;;4;;;;;;;;;;;;4;;;6;;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;40;;3;;;;;;;5;;5;;;;4;;;;;5;;;;;5;7;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;28;;2;;;;;;;;5;;;;;2;;;;3;;;;;;5;6;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;13;;0;;;;;;;;3;;;;2;;;;;;;;;;;5;;3;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;20;;3;;;;;;;;3;3;;;;3;;;;;;;;;;4;;4;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;30;;4;;;;;;;;7;;;;;;4;;;;4;;;;;;6;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;25;;4;;;;;;;4;;;;3;;;;;;;;;;;;5;;4;;;;;;;;5;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;20;;2;;;;;;;;5;;;;;;;;;;;;3;;;5;;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;40;;6;;;;;;;;5;;;;6;;;;;;;;6;;;;7;6;;;;;;;;4;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;34;;5;;;;;;;2;;;;;;5;;;;;;;5;;;4;7;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;46;;6;;;;;;;;7;;;;7;6;;;;;;;;;;7;;7;;;;;;;;6;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;27;;3;;;;;;;4;;;;;;;;;;;;;5;;;5;;6;;;;;;;4;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;2;23;;4;;;;;;;;2;2;;;;;;;;;;;4;;;6;;5;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;22;;3;;;;;;;4;;;;;3;;;;;;;;;;;6;;6;;;;;;;;;;;;;;;;;1
2024K;2033;Mattlidens gymnasium;SV;;1;29;;4;;;;;;;;5;;;;5;;;;;;;;6;;;5;;4;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;15;0;;;;;;;;;2;4;;;4;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;19;3;;;;;;;;3;;;;;;;;;;3;;;4;;3;;;3;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;25;3;;;;;;;;5;;;;5;;;;;;;5;;;;;;;;;;;7;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;20;3;;;;;;;;3;;;;;5;;;;;;;;3;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;2;18;4;;;;;;;;;3;;;;3;;;;;4;;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;22;3;;;;;;;;4;;;;4;3;;;;;;;;4;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;33;7;;;;;;;;7;;;;7;;;;;;;;;;5;;;;7;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;2;25;4;;;;;;;;4;;;;5;;;;;;;5;;;;;;;7;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;36;;;;;;;5;;7;;6;;7;;;;;;;6;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;19;4;;;;;;;;3;;;;;;;;;;3;;;4;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;25;3;;;;;;;;;4;;;;5;;;;;;;;5;;3;;;5;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;28;3;;;;;;;;5;;;;3;6;;;;;;;;7;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;2;15;3;;;;;;;;;;;;;2;;3;;;;;;;;3;;;4;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;15;3;;;;;;;;;3;;;;2;;;;;;;;2;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;17;4;;;;;;;;;3;;;;3;;;;;;;;4;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;21;3;;;;;;;;5;;;2;;5;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;2;25;5;;;;;;;;6;;;;;4;;;;;;4;;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;2;23;5;;;;;;;;;4;;;;;4;;;;;;;5;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;16;3;;;;;;;;;3;;;;3;;;;;;;;2;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;35;;;;;;;3;;5;;5;;5;;;;;;;5;;;;;;;5;;;7;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;14;;;;;;;3;;;4;;;;;;;;;2;;;2;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;15;0;;;;;;;;3;;4;;;;;;;;;4;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;23;;;;;;;3;;6;;;;5;;;;;;;6;;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;13;;;;;;;0;;5;;;;2;;;;;;;3;;;;;;;;;;;;3;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;18;3;;;;;;;;;4;;;;4;;;;;;;;4;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;24;6;;;;;;;;4;;;;4;;3;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;2;36;5;;;;;;;;4;;;4;;4;;5;;;;;;4;;;;;4;;;;;6;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;25;3;;;;;;;;6;;;;6;;;;;;;6;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;13;2;;;;;;;;;2;;;;3;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;24;5;;;;;;;;;4;;;;6;;;;;4;;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;28;5;;;;;;;;;6;;;;5;;;;;;;;5;;;;;7;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;1;34;6;;;;;;;;7;;;;7;;;;;;;7;;;;;;;7;;;;;;;;;;;;;;;;;1
2024K;1503;Maunulan yhteiskoulu ja Helsingin matematiikkalukio;FI;;2;17;3;;;;;;;;6;;;;5;;;3;;;;;;;;;;;;;;;;0;;;;;;;;;;;;1
